"Area","Species"
55586.6757202148,"Akodon_mimus"
420657.865447998,"Akodon_molinae"
262746.564086914,"Akodon_mollis"
1036648.00419617,"Akodon_montensis"
716.190673828125,"Akodon_mystax"
36951.9541015625,"Akodon_neocenus"
1306.41223144531,"Akodon_oenos"
32972.923828125,"Akodon_orophilus"
471715.689483643,"Akodon_paranaensis"
29653.3154907227,"Akodon_pervalens"
2039.66339111328,"Akodon_philipmyersi"
49360.9388427734,"Akodon_polopi"
60540.9184474945,"Akodon_reigi"
703.749328613281,"Akodon_sanctipaulensis"
274707.237487793,"Akodon_serrensis"
26530.3538208008,"Akodon_siberiae"
158336.591796875,"Akodon_simulator"
222362.765594482,"Akodon_spegazzinii"
170568.97946167,"Akodon_subfuscus"
16594.8753051758,"Akodon_surdus"
36793.0198974609,"Akodon_sylvanus"
444042.117004395,"Akodon_toba"
66373.5065917969,"Akodon_torques"
249098.87902832,"Akodon_varius"
6812542.94924271,"Alcelaphus_buselaphus"
21976030.958266,"Alces_alces"
14342078.259023,"Alces_americanus"
6754.26434326172,"Alionycteris_paucidentata"
233667.442016602,"Allactaga_balikunica"
1552855.02832794,"Allactaga_bullata"
3188355.15420389,"Allactaga_elater"
729389.350112915,"Allactaga_euphratica"
1315.41625976562,"Allactaga_firouzi"
495889.966583252,"Allactaga_hotsoni"
4188020.65732884,"Allactaga_major"
682745.566623688,"Allactaga_severtzovi"
5314192.9236646,"Allactaga_sibirica"
98197.9404907227,"Allactaga_tetradactyla"
49325.1221313477,"Allactaga_vinogradovi"
694230.641828775,"Allactaga_williamsi"
260371.948144913,"Allactodipus_bobrinskii"
497858.490478516,"Allenopithecus_nigroviridis"
41541.1220397949,"Allocebus_trichotis"
218721.027282715,"Allochrocebus_lhoesti"
18341.2832641602,"Allochrocebus_preussi"
13139.3516235352,"Allochrocebus_solatus"
1321309.46648335,"Allocricetulus_curtatus"
1742577.33699989,"Allocricetulus_eversmanni"
9018219.59695318,"Alopex_lagopus"
398100.188842773,"Alouatta_arctoidea"
850107.495361328,"Alouatta_belzebul"
3048474.63447571,"Alouatta_caraya"
370620.186706543,"Alouatta_discolor"
1060640.95117188,"Alouatta_guariba"
2314134.52339172,"Alouatta_juara"
1742318.43098831,"Alouatta_macconnelli"
227460.616912842,"Alouatta_nigerrima"
534738.390104294,"Alouatta_palliata"
233400.562011719,"Alouatta_pigra"
1040671.28491211,"Alouatta_puruensis"
337442.859893799,"Alouatta_sara"
2316380.1844635,"Alouatta_seniculus"
2314134.52339172,"Alouatta_seniculus.ssp..juara"
1040671.28491211,"Alouatta_seniculus.ssp..puruensis"
98629.1020812988,"Alouatta_ululata"
68981.4257888794,"Alticola_albicaudus"
1341988.09772873,"Alticola_argentatus"
220651.342681885,"Alticola_barakshin"
2013842.64827728,"Alticola_lemminus"
370149.906555176,"Alticola_macrotis"
20211.6551208496,"Alticola_montosa"
804.452194213867,"Alticola_olchonensis"
35020.0488891602,"Alticola_roylei"
672126.550537109,"Alticola_semicanus"
2232297.10171664,"Alticola_stoliczkanus"
440005.219146729,"Alticola_strelzowi"
132880.78086853,"Alticola_tuvinicus"
46209.4156494141,"Amblysomus_corriae"
207158.933563232,"Amblysomus_hottentotus"
2054.04510498047,"Amblysomus_marleyi"
3499.08410644531,"Amblysomus_robustus"
33611.9891967773,"Amblysomus_septentrionalis"
5686707.39445877,"Ametrida_centurio"
211616.006469727,"Ammodillus_imbellis"
94646.6494140625,"Ammodorcas_clarkei"
267884.245178223,"Ammospermophilus_harrisii"
313467.300964355,"Ammospermophilus_interpres"
976995.483596802,"Ammospermophilus_leucurus"
14997.5007324219,"Ammospermophilus_nelsoni"
1430610.95465088,"Ammotragus_lervia"
167018.305221558,"Amorphochilus_schnablii"
0,"Amphinectomys_savamis"
1346866.62313843,"Anathana_ellioti"
58495.1836547852,"Andalgalomys_olrogi"
140600.329833984,"Andalgalomys_pearsoni"
227330.002319336,"Andinomys_edax"
183783.526245117,"Anisomys_imitator"
3217777.92532349,"Anomalurus_beecrofti"
5615978.71582171,"Anomalurus_derbianus"
237742.949737549,"Anomalurus_pelii"
566382.74130249,"Anomalurus_pusillus"
0,"Anonymomys_mindorensis"
13919.3169555664,"Anotomys_leander"
14648.7453613281,"Anoura_cadenai"
5893596.89395142,"Anoura_caudifer"
751230.215286255,"Anoura_cultrata"
79343.2754516602,"Anoura_fistulata"
8118185.9150219,"Anoura_geoffroyi"
709256.304077148,"Anoura_latidens"
81309.3571166992,"Anoura_luismanueli"
20191.4071044922,"Anourosorex_assamensis"
6798.85162353516,"Anourosorex_schmidi"
1189300.42956543,"Anourosorex_squamipes"
30116.9150390625,"Anourosorex_yamashinai"
2415717.17747742,"Antechinomys_laniger"
5772.20495605469,"Antechinus_adustus"
160989.112991333,"Antechinus_agilis"
19730.7656860352,"Antechinus_bellus"
995171.677764893,"Antechinus_flavipes"
3646.04998779297,"Antechinus_godmani"
3390.05859375,"Antechinus_leo"
68481.2354736328,"Antechinus_minimus"
114615.028015137,"Antechinus_stuartii"
10142.7294311523,"Antechinus_subtropicus"
304039.425720215,"Antechinus_swainsonii"
15749.7624816895,"Anthops_ornatus"
1937504.64639282,"Antidorcas_marsupialis"
1984053.95662689,"Antilocapra_americana"
1740790.48794556,"Antilope_cervicapra"
4304852.8624239,"Antrozous_pallidus"
11631630.8250947,"Aonyx_capensis"
4622867.79320526,"Aonyx_cinerea"
4702665.10990143,"Aonyx_cinereus"
2911115.37557983,"Aonyx_congicus"
3128848.55502319,"Aotus_azarae"
125259.375427246,"Aotus_brumbacki"
225813.564651489,"Aotus_griseimembra"
771.40478515625,"Aotus_jorgehernandezi"
181857.592834473,"Aotus_lemurinus"
60525.8551025391,"Aotus_miconax"
489790.529846191,"Aotus_nancymaae"
1562986.91461182,"Aotus_nigriceps"
740148.651824951,"Aotus_trivirgatus"
1042565.18572998,"Aotus_vociferans"
146043.357192993,"Aotus_zonalis"
236648.06199646,"Aplodontia_rufa"
11224955.8649543,"Apodemus_agrarius"
107640.51461792,"Apodemus_alpicola"
333257.48632431,"Apodemus_argenteus"
0,"Apodemus_avicennicus"
721392.82043457,"Apodemus_chevrieri"
1799471.51272583,"Apodemus_draco"
160199.403915405,"Apodemus_epimelas"
5831787.07713108,"Apodemus_flavicollis"
11572.4674682617,"Apodemus_gurkha"
46387.429145813,"Apodemus_hyrcanicus"
530744.689575195,"Apodemus_latronum"
782123.337000132,"Apodemus_mystacinus"
758987.613105774,"Apodemus_pallipes"
8718715.44668898,"Apodemus_peninsulae"
339514.480079651,"Apodemus_ponticus"
105770.012664795,"Apodemus_rusiges"
30116.9150390625,"Apodemus_semotus"
334197.301906586,"Apodemus_speciosus"
4808075.66210664,"Apodemus_sylvaticus"
7056714.9479436,"Apodemus_uralensis"
1533042.61290836,"Apodemus_witherbyi"
12573.283996582,"Apomys_abrae"
743.478576660156,"Apomys_aurorae"
0,"Apomys_banahao"
0,"Apomys_brownorum"
0,"Apomys_camiguinensis"
12562.3172607422,"Apomys_datae"
0,"Apomys_gracilirostris"
4395.00054931641,"Apomys_hylocetes"
86149.8606567383,"Apomys_insignis"
6852.20623779297,"Apomys_littoralis"
0,"Apomys_magnus"
57160.0557250977,"Apomys_microdon"
743.478576660156,"Apomys_minganensis"
42156.6690063477,"Apomys_musculus"
2209.57836914062,"Apomys_sacobianus"
7314.89126586914,"Apomys_sierrae"
5053.9482421875,"Apomys_zambalensis"
0,"Aproteles_bulmerae"
28036.9298400879,"Arabitragus_jayakari"
76129.2478637695,"Arborimus_albipes"
52317.7138366699,"Arborimus_longicaudus"
21345.9556884766,"Arborimus_pomo"
0,"Archboldomys_kalinga"
0,"Archboldomys_luzonensis"
0,"Archboldomys_maximus"
2961.23602294922,"Archboldomys_musseri"
2985233.80354309,"Arctictis_binturong"
658651.011108398,"Arctocebus_aureus"
146638.881347656,"Arctocebus_calabarensis"
67799.4421479133,"Arctocephalus_australis"
48230.7877114137,"Arctocephalus_forsteri"
3651.94982906111,"Arctocephalus_galapagoensis"
4025.98151459731,"Arctocephalus_gazella"
64.8188872337341,"Arctocephalus_philippii"
25374.9903098121,"Arctocephalus_pusillus"
17308.2379693049,"Arctocephalus_townsendi"
3528.19350650907,"Arctocephalus_tropicalis"
2487500.87164307,"Arctogalidia_trivirgata"
4152981.04929352,"Arctonyx_albogularis"
1863058.77578735,"Arctonyx_collaris"
96427.4356994629,"Arctonyx_hoevenii"
1474.36428070068,"Ardops_nichollsi"
2903.87298583984,"Arielulus_aureocollaris"
169202.684326172,"Arielulus_circumdatus"
3702.96282958984,"Arielulus_cuprosus"
14665.8110351562,"Arielulus_societatis"
32947.9663085938,"Arielulus_torquatus"
9119.93676757812,"Ariteus_flavescens"
1438434.72793961,"Artibeus_amplus"
4043570.08589935,"Artibeus_anderseni"
581913.120727539,"Artibeus_aztecus"
3417637.90951538,"Artibeus_cinereus"
6366387.00929642,"Artibeus_concolor"
1459650.99363708,"Artibeus_fimbriatus"
292200.26260376,"Artibeus_fraterculus"
2641155.12674332,"Artibeus_glaucus"
9924872.47017288,"Artibeus_gnomus"
221603.057769775,"Artibeus_hirsutus"
0,"Artibeus_incomitatus"
37086.1989135742,"Artibeus_inopinatus"
1472987.85163307,"Artibeus_jamaicensis"
14065298.5706081,"Artibeus_lituratus"
11027633.5444221,"Artibeus_obscurus"
3668066.95488358,"Artibeus_phaeotis"
7816480.83626175,"Artibeus_planirostris"
108501.909240723,"Artibeus_rosenbergii"
6327.46459960938,"Artibeus_schwartzi"
825446.15335083,"Artibeus_toltecus"
527215.069490433,"Artibeus_watsoni"
292683.616807938,"Arvicanthis_abyssinicus"
646030.77734375,"Arvicanthis_ansorgei"
17682.4087524414,"Arvicanthis_blicki"
151450.593383789,"Arvicanthis_nairobae"
1223188.96057129,"Arvicanthis_neumanni"
6065118.94966456,"Arvicanthis_niloticus"
1136375.27322388,"Arvicanthis_rufinus"
15207179.5468375,"Arvicola_amphibius"
863669.407318115,"Arvicola_sapidus"
822841.346221924,"Arvicola_scherman"
260224.721008301,"Asellia_italosomalica"
220678.860900879,"Asellia_patrizii"
16901824.4769683,"Asellia_tridens"
1357204.79370117,"Aselliscus_stoliczkanus"
237143.116256714,"Aselliscus_tricuspidatus"
6927886.41244432,"Atelerix_albiventris"
710001.99269104,"Atelerix_algirus"
1046482.42526245,"Atelerix_frontalis"
301606.771820068,"Atelerix_sclateri"
1157232.21704102,"Ateles_belzebuth"
2417751.01757812,"Ateles_chamek"
208766.869766235,"Ateles_fusciceps"
860332.168245316,"Ateles_geoffroyi"
161395.765380859,"Ateles_hybridus"
517202.876983643,"Ateles_marginatus"
1055498.25448608,"Ateles_paniscus"
2817884.93603516,"Atelocynus_microtis"
3486656.0925124,"Atherurus_africanus"
2639985.89768219,"Atherurus_macrourus"
13833911.6751367,"Atilax_paludinosus"
302640.740356445,"Atlantoxerus_getulus"
2612.58166503906,"Atopogale_cubana"
201971.038190842,"Auliscomys_boliviensis"
301476.188772202,"Auliscomys_pictus"
364457.815028459,"Auliscomys_sublimis"
5968494.65359741,"Austronomus_australis"
106907.498046875,"Austronomus_kuboriensis"
726.043701171875,"Avahi_betsileo"
2928.33489990234,"Avahi_cleesei"
47420.0863952637,"Avahi_laniger"
647.227783203125,"Avahi_meridionalis"
1492.66229248047,"Avahi_mooreorum"
2128.70434570312,"Avahi_occidentalis"
5012.35620117188,"Avahi_peyrierasi"
5635.96606445312,"Avahi_ramanantsoavanai"
750.252685546875,"Avahi_unicolor"
2327704.31036377,"Axis_axis"
534.4912109375,"Axis_calamianensis"
0,"Axis_kuhlii"
357902.555023193,"Axis_porcinus"
10596.7720947266,"Babyrousa_babyrussa"
120464.593719482,"Babyrousa_celebensis"
484.584396362305,"Babyrousa_togeanensis"
265537.667541504,"Baeodon_alleni"
180293.377075195,"Baeodon_gracilis"
439472.317993164,"Baiomys_musculus"
1256997.14380646,"Baiomys_taylori"
1542.21917724609,"Baiyankamys_habbema"
64588.8818969727,"Baiyankamys_shawmayeri"
2320.31402587891,"Balantiopteryx_infusca"
174248.204956055,"Balantiopteryx_io"
788794.006502151,"Balantiopteryx_plicata"
555186.400604248,"Balionycteris_maculata"
4102415.63696289,"Bandicota_bengalensis"
5429128.47470856,"Bandicota_indica"
851819.091468811,"Bandicota_savilei"
3709967.51539493,"Barbastella_barbastellus"
3859385.72681427,"Barbastella_leucomelas"
4414399.43505859,"Bassaricyon_alleni"
488792.593811035,"Bassaricyon_beddardi"
150933.818878174,"Bassaricyon_gabbii"
4570.04272460938,"Bassaricyon_lasius"
167139.970062256,"Bassaricyon_medius"
118848.441162109,"Bassaricyon_neblina"
765.228271484375,"Bassaricyon_pauli"
3851897.24751282,"Bassariscus_astutus"
605135.181259155,"Bassariscus_sumichrasti"
11429.6591186523,"Bathyergus_janetta"
41365.7182006836,"Bathyergus_suillus"
0,"Batomys_dentatus"
5922.86358642578,"Batomys_granti"
0,"Batomys_hamiguitan"
678.973480224609,"Batomys_russatus"
13153.1636047363,"Batomys_salomonseni"
750.851806640625,"Batomys_uragon"
258461.81237793,"Bauerus_dubiaquercus"
1447829.78895697,"Bdeogale_crassicauda"
65763.2169189453,"Bdeogale_jacksoni"
2113216.78796387,"Bdeogale_nigripes"
25969.6403198242,"Bdeogale_omnivora"
320878.545426846,"Beamys_hindei"
10837.3603515625,"Beatragus_hunteri"
529516.911224365,"Belomys_pearsonii"
658232.194641113,"Berylmys_berdmorei"
2534274.22761536,"Berylmys_bowersi"
100831.276794434,"Berylmys_mackenziei"
214290.460266113,"Berylmys_manipulus"
26521.3860321045,"Bettongia_gaimardi"
1619.48580932617,"Bettongia_lesueur"
3207.87054443359,"Bettongia_penicillata"
0,"Bettongia_tropica"
27963.5817260742,"Bibimys_chacoensis"
360812.770935059,"Bibimys_labiosus"
13058.8729248047,"Bibimys_torresi"
133011.176046371,"Bison_bison"
5195.74063110352,"Bison_bonasus"
4808.96539306641,"Biswamoyopterus_biswasi"
2212.07208251953,"Biswamoyopterus_laoensis"
410274.756286621,"Blanfordimys_afghanus"
116147.849243164,"Blanfordimys_bucharensis"
3890701.06340004,"Blarina_brevicauda"
823549.688919067,"Blarina_carolinensis"
716809.365570068,"Blarina_hylophaga"
437482.686645508,"Blarinella_griselda"
16699.2377929688,"Blarinella_quadraticauda"
114367.44909668,"Blarinella_wardi"
432040.132659912,"Blarinomys_breviceps"
4211755.86931419,"Blastocerus_dichotomus"
1373932.51797485,"Bos_gaurus"
177461.973846436,"Bos_javanicus"
449768.18862915,"Bos_mutus"
35266.8168334961,"Bos_sauveli"
2272119.89630127,"Boselaphus_tragocamelus"
855948.227386475,"Brachiones_przewalskii"
469229.904362679,"Brachylagus_idahoensis"
9894.12780761719,"Brachyphylla_cavernarum"
170265.300262451,"Brachyphylla_nana"
65220.2501220703,"Brachytarsomys_albicauda"
9000.88409423828,"Brachytarsomys_villosa"
82261.4945983887,"Brachyteles_arachnoides"
94817.6070251465,"Brachyteles_hypoxanthus"
40700.3817138672,"Brachyuromys_betsileoensis"
66932.7731933594,"Brachyuromys_ramirohitra"
0,"Bradypus_pygmaeus"
70939.2086181641,"Bradypus_torquatus"
1029540.60890579,"Bradypus_tridactylus"
9694755.23249817,"Bradypus_variegatus"
0,"Brassomys_albidens"
0,"Brucepattersonius_albinasus"
50922.8812866211,"Brucepattersonius_griserufescens"
1378.17694091797,"Brucepattersonius_guarani"
14119.0028076172,"Brucepattersonius_igniventris"
172207.62969017,"Brucepattersonius_iheringi"
1378.17694091797,"Brucepattersonius_misionensis"
1352.48760986328,"Brucepattersonius_paradisus"
16498.1988830566,"Brucepattersonius_soricinus"
14101.7595214844,"Bubalus_arnee"
102011.347686768,"Bubalus_depressicornis"
0,"Bubalus_mindorensis"
67212.0680847168,"Bubalus_quarlesi"
439161.268218994,"Budorcas_taxicolor"
105355.253143311,"Bullimus_bagobus"
0,"Bullimus_gamay"
38069.9808654785,"Bullimus_luzonicus"
77055.1008911133,"Bunolagus_monticularis"
107515.963317871,"Bunomys_andrewsi"
152696.75378418,"Bunomys_chrysocomus"
0,"Bunomys_coelestis"
5965.44442749023,"Bunomys_fratrorum"
16956.8352050781,"Bunomys_penitus"
1548.4677734375,"Bunomys_prolatus"
1240.95916748047,"Burramys_parvus"
736096.509187698,"Cabassous_centralis"
442107.345214844,"Cabassous_chacoensis"
2325127.28487206,"Cabassous_tatouay"
9446893.90782547,"Cabassous_unicinctus"
6752.53558349609,"Cacajao_ayresi"
177650.940673828,"Cacajao_calvus"
69990.9689331055,"Cacajao_hosomi"
473334.788574219,"Cacajao_melanocephalus"
17773.7298583984,"Caenolestes_caniventer"
0,"Caenolestes_condorensis"
23145.4831542969,"Caenolestes_convelatus"
185828.887573242,"Caenolestes_fuliginosus"
772.244384765625,"Caenolestes_sangay"
260920.144714355,"Calcochloris_leucorhinus"
110919.14755249,"Calcochloris_obtusirostris"
0,"Calcochloris_tytonis"
25813.4349365234,"Callibella_humilis"
24694.5513916016,"Callicebus_aureipalatii"
14162.0773925781,"Callicebus_baptista"
129483.936279297,"Callicebus_barbarabrownae"
119305.139404297,"Callicebus_bernhardi"
244259.56048584,"Callicebus_brunneus"
72509.8189697266,"Callicebus_caligatus"
765.708984375,"Callicebus_caquetensis"
209831.745178223,"Callicebus_cinerascens"
37686.296875,"Callicebus_coimbrai"
774191.075012207,"Callicebus_cupreus"
230204.50390625,"Callicebus_discolor"
158305.577148438,"Callicebus_donacophilus"
124079.017272949,"Callicebus_dubius"
86434.6625976562,"Callicebus_hoffmannsi"
234599.785400391,"Callicebus_lucifer"
914813.335834503,"Callicebus_lugens"
15315.8941040039,"Callicebus_medemi"
97845.0346679688,"Callicebus_melanochir"
5835.85992431641,"Callicebus_modestus"
935115.394775391,"Callicebus_moloch"
481592.173706055,"Callicebus_nigrifrons"
9183.73779296875,"Callicebus_oenanthe"
749.19921875,"Callicebus_olallae"
24625.9732055664,"Callicebus_ornatus"
418480.178161621,"Callicebus_pallescens"
144274.936737061,"Callicebus_personatus"
152080.812988281,"Callicebus_purinus"
220904.502197266,"Callicebus_regulus"
28911.4771118164,"Callicebus_stephennashi"
239839.900695801,"Callicebus_torquatus"
602019.525085449,"Callimico_goeldii"
4239.91577148438,"Callistomys_pictus"
155565.307128906,"Callithrix_aurita"
26154.1788330078,"Callithrix_flaviceps"
121061.392303467,"Callithrix_geoffroyi"
934325.887420654,"Callithrix_jacchus"
45998.3989257812,"Callithrix_kuhlii"
1301713.59378052,"Callithrix_penicillata"
122133.64679741,"Callorhinus_ursinus"
94385.6669311523,"Callosciurus_adamsi"
56697.8898925781,"Callosciurus_albescens"
50082.9072265625,"Callosciurus_baluensis"
636889.276168823,"Callosciurus_caniceps"
3994453.2327652,"Callosciurus_erythraeus"
719653.71006012,"Callosciurus_finlaysonii"
309426.201965332,"Callosciurus_inornatus"
3438.82794189453,"Callosciurus_melanogaster"
679177.74760437,"Callosciurus_nigrovittatus"
1431150.41078186,"Callosciurus_notatus"
52533.9428100586,"Callosciurus_orestes"
154823.209899902,"Callosciurus_phayrei"
1292643.81439209,"Callosciurus_prevostii"
586068.586364746,"Callosciurus_pygerythrus"
41211.4922485352,"Callosciurus_quinquestriatus"
1676156.00093079,"Callospermophilus_lateralis"
59236.1397094727,"Callospermophilus_madrensis"
75319.7557983398,"Callospermophilus_saturatus"
131655.760009766,"Calomys_boliviae"
55525.7854614258,"Calomys_callidus"
3150321.5289917,"Calomys_callosus"
1361366.02459717,"Calomys_expulsus"
53849.2469482422,"Calomys_fecundus"
299843.203388214,"Calomys_hummelincki"
1413478.94430685,"Calomys_laucha"
558569.626735002,"Calomys_lepidus"
2007233.33542633,"Calomys_musculinus"
242554.125024796,"Calomys_sorellus"
1699916.54840088,"Calomys_tener"
134158.747497559,"Calomys_tocantinsi"
57848.6703491211,"Calomys_venustus"
188113.307128906,"Calomyscus_bailwardi"
429319.912231445,"Calomyscus_baluchi"
231020.140563965,"Calomyscus_elburzensis"
6192.38989257812,"Calomyscus_grandis"
141096.374389648,"Calomyscus_hotsoni"
208316.332763672,"Calomyscus_mystax"
0,"Calomyscus_tsolovi"
2948.63549804688,"Calomyscus_urartensis"
750514.036790848,"Caluromys_derbianus"
5081616.89648438,"Caluromys_lanatus"
3652611.95253372,"Caluromys_philander"
183752.936645508,"Caluromysiops_irrupta"
258984.762329102,"Calyptophractus_retusus"
202825.516845703,"Camelus_ferus"
10535679.3774931,"Canis_adustus"
26899148.4293666,"Canis_aureus"
16294645.5513132,"Canis_latrans"
48810758.5849721,"Canis_lupus"
6411680.88801765,"Canis_mesomelas"
2042.82019042969,"Canis_rufus"
7643.33807373047,"Canis_simensis"
1042364.95025635,"Cannomys_badius"
160643.20135498,"Cansumys_canus"
1401291.87826371,"Capra_aegagrus"
11205.4194335938,"Capra_caucasica"
21466.0426635742,"Capra_cylindricornis"
24463.1929321289,"Capra_falconeri"
14934.6233520508,"Capra_ibex"
184038.155822754,"Capra_nubiana"
53369.018737793,"Capra_pyrenaica"
1504111.0843865,"Capra_sibirica"
753.494323730469,"Capra_walie"
6215382.93248174,"Capreolus_capreolus"
11765228.8347208,"Capreolus_pygargus"
134161.862884521,"Capricornis_crispus"
2901562.54374695,"Capricornis_milneedwardsii"
86839.5016479492,"Capricornis_rubidus"
132189.584655762,"Capricornis_sumatraensis"
14133.123046875,"Capricornis_swinhoei"
488098.169525146,"Capricornis_thar"
112305.10723877,"Caprolagus_hispidus"
96076.1977958679,"Capromys_pilorides"
4102481.07699353,"Caracal_aurata"
17147336.2141788,"Caracal_caracal"
1968514.92146993,"Cardiocranius_paradoxus"
2224193.00027847,"Cardioderma_cor"
10641390.154789,"Carollia_brevicauda"
2455389.78952408,"Carollia_castanea"
33771.7627563477,"Carollia_manu"
13638977.6817837,"Carollia_perspicillata"
753137.45271492,"Carollia_sowelli"
202619.12071228,"Carollia_subrufa"
10229.2749023438,"Carpitalpa_arendsi"
2962.71850585938,"Carpomys_melanurus"
4440.56072998047,"Carpomys_phaeurus"
271804.76550293,"Carterodon_sulcidens"
198700.024230957,"Caryomys_eva"
436564.16027832,"Caryomys_inez"
1703333.27758789,"Casinycteris_argynnis"
14887318.8189383,"Castor_canadensis"
3448869.71505472,"Castor_fiber"
304873.764099121,"Catagonus_wagneri"
273703.254272461,"Catopuma_badia"
319040.796051025,"Catopuma_temminckii"
6025868.7814315,"Cavia_aperea"
674595.26864624,"Cavia_fulgida"
0,"Cavia_intermedia"
92309.6144618988,"Cavia_magna"
12368.035949707,"Cavia_patzelti"
790267.663297653,"Cavia_tschudii"
1663195.18621826,"Cebuella_pygmaea"
3655206.00221252,"Cebus_albifrons"
3302237.03988647,"Cebus_apella"
457050.598068237,"Cebus_capucinus"
280593.08996582,"Cebus_castaneus"
620022.034194946,"Cebus_cay"
34406.4974060059,"Cebus_flavius"
189401.865386963,"Cebus_kaapori"
2606099.82540894,"Cebus_libidinosus"
2629761.82012939,"Cebus_macrocephalus"
866549.41027832,"Cebus_nigritus"
1751361.17695999,"Cebus_olivaceus"
118003.363891602,"Cebus_robustus"
463719.889648438,"Cebus_xanthosternos"
2341158.99801636,"Centronycteris_centralis"
5575872.64627075,"Centronycteris_maximiliani"
2013866.57267952,"Centurio_senex"
4339.78082275391,"Cephalophus_adersi"
742246.567779541,"Cephalophus_callipygus"
3554802.99383545,"Cephalophus_dorsalis"
348761.223838806,"Cephalophus_harveyi"
59981.7396240234,"Cephalophus_jentinki"
1034068.17147827,"Cephalophus_leucogaster"
886990.856056213,"Cephalophus_natalensis"
742428.653808594,"Cephalophus_niger"
3187334.7087326,"Cephalophus_nigrifrons"
496305.046295166,"Cephalophus_ogilbyi"
2922815.92895508,"Cephalophus_rufilatus"
6113825.39832377,"Cephalophus_silvicultor"
6910.43408203125,"Cephalophus_spadix"
1459126.42370814,"Cephalophus_weynsi"
59217.0400390625,"Cephalophus_zebra"
9699038.30128863,"Ceratotherium_simum"
